0	140399702602080	8.40779e-45	0	8.40779e-45	2.24208e-44	-1.40005e+31	6.6532e+14	6.6532e+14
1	140399702602080	8.40779e-45	0	8.40779e-45	2.24208e-44	-1.40005e+31	6.6532e+14	6.6532e+14
0	140399702602080	8.40779e-45	0	8.40779e-45	2.24208e-44	-1.40005e+31	6.6532e+14	6.6532e+14
1	2	178460	0	0	11.7248	13626.2	14649.6	14649.6
0	2	25629	0	0	11.4281	0	13988.4	13988.4
1	2	178481	0	0	11.7248	13626.2	14650.4	14650.4
0	2	25651	0	0	11.4292	0	13993.1	13993.1
1	2	178506	0	0	11.7249	13626.2	14651.3	14651.3
0	2	25651	0	0	11.4292	0	13993.1	13993.1
1	2	178586	0	0	11.7252	13626.2	14654.3	14654.3
0	2	25736	0	0	11.4331	0	14009.6	14009.6
1	2	178610	0	0	11.7253	13626.2	14655.2	14655.2
0	2	25756	0	0	11.434	0	14013.2	14013.2
1	2	178640	0	0	11.7254	13626.2	14656.3	14656.3
0	2	25756	0	0	11.434	0	14013.2	14013.2
1	2	178640	0	0	11.7254	13626.2	14656.3	14656.3
0	2	25862	0	0	11.4389	0	14021.3	14021.3
1	2	178710	0	0	11.7257	13626.2	14657.9	14657.9
0	3	25906	0	0.348	11.441	0	14020.9	14020.9
1	3	178785	0	0.348	11.7262	13626.2	14658.5	14658.5
0	3	25959	0	0.348	11.4434	0	14018.4	14018.4
1	3	178785	0	0.348	11.7262	13626.2	14658.5	14658.5
0	3	25979	0	0.348	11.4443	0	14017	14017
1	3	178864	0	0.348	11.7267	13626.2	14657.7	14657.7
0	3	26006	0	0.348	11.4457	0	14014.6	14014.6
1	3	178888	0	0.348	11.7268	13626.2	14657.3	14657.3
0	3	26006	0	0.348	11.4457	0	14014.6	14014.6
1	3	178938	0	0.348	11.7268	13626.2	14656	14656
0	3	26106	0	0.348	11.4508	0	14003.3	14003.3
1	937890	178988	0	0.207131	11.7268	13626.2	14654.6	14654.6
0	338500	26156	0	0.359947	11.4532	0	13996.4	13996.4
1	937890	178988	0	0.207131	11.7268	13626.2	14654.6	14654.6
0	338500	26156	0	0.359947	11.4532	0	13996.4	13996.4
1	937930	179069	0	0.207194	11.7268	13626.2	14652	14652
0	338500	26242	0	0.359935	11.4575	0	13989.1	13989.1
1	937930	179090	0	0.207194	11.7268	13626.2	14651.3	14651.3
0	338500	26242	0	0.359935	11.4575	0	13989.1	13989.1
1	937890	179140	0	0.207161	11.7267	13626.2	14650.1	14650.1
0	338500	26242	0	0.359935	11.4575	0	13989.1	13989.1
1	937910	179166	0	0.207201	11.7267	13626.2	14649.6	14649.6
0	338490	26364	0	0.35997	11.4632	0	13995.4	13995.4
1	937910	179166	0	0.207201	11.7267	13626.2	14649.6	14649.6
0	338490	26386	0	0.35997	11.4642	0	13998.5	13998.5
1	937900	179251	0	0.207126	11.7268	13626.2	14649.4	14649.4
0	338560	26409	0	0.360036	11.4652	0	14003.6	14003.6
1	937900	179251	0	0.207126	11.7268	13626.2	14649.4	14649.4
0	338470	26486	0	0.359998	11.4684	0	14022	14022
1	937940	179343	0	0.207026	11.727	13626.2	14650.7	14650.7
0	338470	26513	0	0.359998	11.4695	0	14029.5	14029.5
1	937940	179393	0	0.207022	11.727	13626.2	14652.2	14652.2
0	338470	26513	0	0.359998	11.4695	0	14029.5	14029.5
1	937940	179393	0	0.207022	11.727	13626.2	14652.2	14652.2
0	338420	26599	0	0.35996	11.4729	0	14052.5	14052.5
1	937930	179470	0	0.207212	11.7271	13626.2	14654.8	14654.8
0	338440	26639	0	0.35993	11.4745	0	14062.5	14062.5
1	937930	179496	0	0.207212	11.7271	13626.2	14655.7	14655.7
0	338440	26663	0	0.35993	11.4756	0	14068.5	14068.5
1	937970	179558	0	0.207062	11.7271	13626.2	14657.8	14657.8
0	338400	26729	0	0.359867	11.478	0	14080.4	14080.4
1	937900	179579	0	0.207101	11.7271	13626.2	14658.5	14658.5
0	338320	26763	0	0.359848	11.4792	0	14085.4	14085.4
1	937900	179635	0	0.207097	11.7273	13626.2	14659.9	14659.9
0	338320	26763	0	0.359848	11.4792	0	14085.4	14085.4
1	937890	179679	0	0.20719	11.7274	13626.2	14660.9	14660.9
0	338320	26763	0	0.359848	11.4792	0	14085.4	14085.4
1	937890	179679	0	0.20719	11.7274	13626.2	14660.9	14660.9
0	338380	26876	0	0.359922	11.4836	0	14085.7	14085.7
1	937890	179679	0	0.20719	11.7274	13626.2	14660.9	14660.9
0	338390	26931	0	0.35994	11.4856	0	14079	14079
1	937870	179786	0	0.20733	11.7276	13626.2	14660.8	14660.8
0	338410	26972	0	0.359923	11.4871	0	14073.2	14073.2
1	937890	179833	0	0.207171	11.7276	13626.2	14660.3	14660.3
0	338410	26991	0	0.359923	11.4879	0	14069.6	14069.6
1	937930	179874	0	0.207069	11.7276	13626.2	14659.7	14659.7
0	338410	26991	0	0.359923	11.4879	0	14069.6	14069.6
1	937930	179900	0	0.207069	11.7276	13626.2	14659	14659
0	338450	27082	0	0.359898	11.4916	0	14050.7	14050.7
1	937910	179950	0	0.207092	11.7277	13626.2	14657.6	14657.6
0	338490	27121	0	0.359934	11.4932	0	14040.2	14040.2
1	937890	180000	0	0.207226	11.7278	13626.2	14656	14656
0	338380	27172	0	0.359882	11.4952	0	14027.6	14027.6
1	937890	180026	0	0.207226	11.7278	13626.2	14655.1	14655.1
0	338380	27172	0	0.359882	11.4952	0	14027.6	14027.6
1	937890	180058	0	0.207096	11.7279	13626.2	14654.1	14654.1
0	338380	27216	0	0.359882	11.4968	0	14017.8	14017.8
1	937890	180058	0	0.207096	11.7279	13626.2	14654.1	14654.1
0	338380	27216	0	0.359882	11.4968	0	14017.8	14017.8
1	937900	180140	0	0.207157	11.7279	13626.2	14651.7	14651.7
0	338380	27216	0	0.359882	11.4968	0	14017.8	14017.8
1	937900	180140	0	0.207157	11.7279	13626.2	14651.7	14651.7
0	338410	27356	0	0.359934	11.5018	0	14002.8	14002.8
1	937900	180140	0	0.207157	11.7279	13626.2	14651.7	14651.7
0	338410	27356	0	0.359934	11.5018	0	14002.8	14002.8
1	937940	180251	0	0.207221	11.728	13626.2	14650.6	14650.6
0	338450	27432	0	0.359884	11.5049	0	14006.5	14006.5
1	937900	180320	0	0.20717	11.7281	13626.2	14651.3	14651.3
0	338490	27496	0	0.359945	11.5076	0	14013.7	14013.7
1	937950	180356	0	0.207177	11.7281	13626.2	14652.1	14652.1
0	338490	27496	0	0.359945	11.5076	0	14013.7	14013.7
1	937950	180380	0	0.207201	11.7281	13626.2	14652.5	14652.5
0	338490	27496	0	0.359945	11.5076	0	14013.7	14013.7
1	937910	180438	0	0.207187	11.7282	13626.2	14654.4	14654.4
0	338580	27626	0	0.36003	11.5121	0	14036.4	14036.4
1	937880	180484	0	0.207157	11.7282	13626.2	14656	14656
0	338580	27649	0	0.36003	11.5128	0	14041.1	14041.1
1	937880	180506	0	0.207157	11.7283	13626.2	14656.9	14656.9
0	338580	27649	0	0.36003	11.5128	0	14041.1	14041.1
1	937940	180559	0	0.207044	11.7286	13626.2	14658.7	14658.7
0	338490	27729	0	0.359937	11.5154	0	14054.4	14054.4
1	937940	180559	0	0.207044	11.7286	13626.2	14658.7	14658.7
0	338440	27751	0	0.359861	11.5162	0	14057.4	14057.4
1	937930	180638	0	0.20705	11.7287	13626.2	14661.1	14661.1
0	338440	27751	0	0.359861	11.5162	0	14057.4	14057.4
1	937930	180638	0	0.20705	11.7287	13626.2	14661.1	14661.1
0	338430	27859	0	0.359844	11.5197	0	14061.1	14061.1
1	937880	180710	0	0.207165	11.7287	13626.2	14662.3	14662.3
0	338430	27879	0	0.35986	11.5203	0	14060.7	14060.7
1	937880	180750	0	0.20717	11.7287	13626.2	14662.6	14662.6
0	338430	27879	0	0.35986	11.5203	0	14060.7	14060.7
1	937900	180786	0	0.207178	11.7288	13626.2	14662.6	14662.6
0	338400	27979	0	0.359855	11.5239	0	14048.5	14048.5
1	937800	180860	0	0.20714	11.729	13626.2	14661.8	14661.8
0	338400	28006	0	0.359855	11.5248	0	14043.4	14043.4
1	937800	180888	0	0.20714	11.7291	13626.2	14661.4	14661.4
0	338400	28006	0	0.359855	11.5248	0	14043.4	14043.4
1	937840	180938	0	0.207192	11.7293	13626.2	14660.3	14660.3
0	338410	28103	0	0.359907	11.5278	0	14023.4	14023.4
1	937840	180964	0	0.207192	11.7294	13626.2	14659.6	14659.6
0	338390	28153	0	0.359901	11.5293	0	14012.4	14012.4
1	937810	180988	0	0.207211	11.7295	13626.2	14658.8	14658.8
0	338390	28153	0	0.359901	11.5293	0	14012.4	14012.4
1	937810	181050	0	0.207183	11.7295	13626.2	14656.6	14656.6
0	338480	28231	0	0.35993	11.5319	0	13999.7	13999.7
1	937820	181069	0	0.207182	11.7295	13626.2	14655.9	14655.9
0	338480	28256	0	0.35993	11.5327	0	13996.6	13996.6
1	937840	181141	0	0.207208	11.7295	13626.2	14653.4	14653.4
0	338480	28256	0	0.35993	11.5327	0	13996.6	13996.6
1	937840	181166	0	0.207208	11.7295	13626.2	14652.6	14652.6
0	338540	28352	0	0.360023	11.5357	0	13997.2	13997.2
1	937840	181166	0	0.207208	11.7295	13626.2	14652.6	14652.6
0	338450	28392	0	0.359929	11.5369	0	14001.1	14001.1
1	937840	181166	0	0.207208	11.7295	13626.2	14652.6	14652.6
0	338450	28411	0	0.359929	11.5375	0	14004.9	14004.9
1	937920	181253	0	0.207192	11.7298	13626.2	14651.3	14651.3
0	338510	28463	0	0.359978	11.539	0	14015.4	14015.4
1	937840	181343	0	0.207215	11.7299	13626.2	14651.4	14651.4
0	338500	28511	0	0.359947	11.5404	0	14026.4	14026.4
1	937840	181369	0	0.207215	11.7299	13626.2	14651.7	14651.7
0	338500	28511	0	0.359947	11.5404	0	14026.4	14026.4
1	937840	181393	0	0.207228	11.7299	13626.2	14652.3	14652.3
0	338410	28599	0	0.35985	11.543	0	14048	14048
1	937810	181470	0	0.207225	11.7301	13626.2	14654.4	14654.4
0	338400	28639	0	0.35984	11.544	0	14057.1	14057.1
1	937810	181496	0	0.207225	11.7301	13626.2	14655.2	14655.2
0	338400	28663	0	0.35984	11.5446	0	14062.6	14062.6
1	937810	181496	0	0.207225	11.7301	13626.2	14655.2	14655.2
0	338450	28686	0	0.359911	11.5452	0	14067	14067
1	937880	181574	0	0.206992	11.73	13626.2	14657.5	14657.5
0	338450	28739	0	0.359904	11.5464	0	14073.3	14073.3
1	937760	181635	0	0.207296	11.7303	13626.2	14659.2	14659.2
0	338460	28766	0	0.359901	11.547	0	14076.1	14076.1
1	937760	181635	0	0.207296	11.7303	13626.2	14659.2	14659.2
0	338460	28766	0	0.359901	11.547	0	14076.1	14076.1
1	937760	181635	0	0.207296	11.7303	13626.2	14659.2	14659.2
0	338480	28876	0	0.359941	11.55	0	14071.7	14071.7
1	937760	181635	0	0.207296	11.7303	13626.2	14659.2	14659.2
